Pfam_domain	1st_count(3858)	2nd_count(561)	p_value
TMP-TENI	18	0	0.2053583812033527
SGL	7	0	0.6587784134617484
Arylesterase	3	0	0.836250774792703
Str_synth	5	0	0.856268918808408
DUF5073	1	0	0.2624307650553325
Glyco_hydro_18	13	0	0.3371696569347064
DUF2048	3	0	0.836250774792703
Aconitase_C	10	0	0.4643114445318468
ketoacyl-synt	18	53	4.693579416387142e-55
Ketoacyl-synt_C	16	17	1.0389755812502751e-10
KAsynt_C_assoc	1	12	2.074751037549142e-16
Oxidored_q6	7	0	0.6587784134617484
DisA-linker	2	0	0.6011013351293193
TPR_10	1	2	0.05219922495368654
ROK	4	18	3.66052179731002e-21
Metalloenzyme	1	1	0.6011013351293193
iPGM_N	1	0	0.2624307650553325
Phosphodiest	1	0	0.2624307650553325
PD40	3	0	0.836250774792703
DNA_pol3_gamma3	9	0	0.5195610922522664
zf-CXXC	3	0	0.836250774792703
AAA_14	8	0	0.5836447586359561
T2SSE	4	0	0.9906404858530348
AAA_19	7	0	0.6587784134617484
Dala_Dala_lig_N	5	0	0.856268918808408
ATPgrasp_ST	5	0	0.856268918808408
dCMP_cyt_deam_1	15	0	0.27529255503166317
MafB19-deam	10	0	0.4643114445318468
UPRTase	23	0	0.12861392475347252
Pribosyltran	32	0	0.057628088871792445
dCMP_cyt_deam_2	4	0	0.9906404858530348
AlaDh_PNT_N	9	0	0.5195610922522664
PNTB_4TM	3	0	0.836250774792703
PalH	2	0	0.6011013351293193
dUTPase	7	0	0.6587784134617484
RecA_dep_nuc	2	0	0.6011013351293193
DUF498	2	0	0.6011013351293193
UbiD	5	0	0.856268918808408
Tyrosinase	6	0	0.7480997578688542
ATP-synt_ab	11	0	0.4162701788390599
ATP-synt_ab_C	4	0	0.9906404858530348
ATP-synt_ab_N	8	0	0.5836447586359561
ECH_1	12	19	3.143977198038762e-15
ECH_2	11	19	6.250158768630641e-16
Peptidase_S49	4	0	0.9906404858530348
Acetate_kinase	5	1	0.7480997578688542
TIR_2	1	0	0.2624307650553325
DUF2620	2	0	0.6011013351293193
ALO	4	0	0.9906404858530348
HD_assoc	5	0	0.856268918808408
HD	11	0	0.4162701788390599
HDOD	3	0	0.836250774792703
GCV_T	9	0	0.5195610922522664
GCV_T_C	7	0	0.6587784134617484
SoxG	6	0	0.7480997578688542
Cyt_bd_oxida_I	6	0	0.7480997578688542
fn3	6	0	0.7480997578688542
fn3_2	3	0	0.836250774792703
DUF2369	2	0	0.6011013351293193
DeoC	5	0	0.856268918808408
OTCace	12	0	0.3742075563356181
OTCace_N	10	0	0.4643114445318468
5_nucleotid_C	7	0	0.6587784134617484
Metallophos	13	0	0.3371696569347064
Homoserine_dh	6	0	0.7480997578688542
CTP_synth_N	4	0	0.9906404858530348
Esterase_phd	3	0	0.836250774792703
FSH1	3	0	0.836250774792703
Moricin	1	0	0.2624307650553325
NMO	35	1	0.1227477079429707
DHO_dh	19	1	0.4842654226895331
Dus	22	1	0.3725900189590019
G3P_antiterm	10	0	0.4643114445318468
COX14	1	0	0.2624307650553325
TilS	1	1	0.6011013351293193
GDC-P	8	0	0.5836447586359561
AP_endonuc_2	28	2	0.47148499588244996
ATP-synt_DE_N	5	0	0.856268918808408
Rxt3	2	0	0.6011013351293193
Hydrolase_6	3	1	0.9906404858530348
malic	10	0	0.4643114445318468
Malic_M	10	0	0.4643114445318468
ThiF	23	1	0.34159974201176674
TK	3	0	0.836250774792703
Glyoxalase_5	5	1	0.7480997578688542
GHL5	2	0	0.6011013351293193
Guanylate_cyc	5	0	0.856268918808408
Ad_Cy_reg	4	0	0.9906404858530348
Aldose_epim	8	0	0.5836447586359561
CofC	4	0	0.9906404858530348
DUF2064	2	0	0.6011013351293193
PYC_OADA	2	1	0.836250774792703
PAP2_C	6	0	0.7480997578688542
PTS_EIIB	7	0	0.6587784134617484
PaaA_PaaC	9	0	0.5195610922522664
Glyco_hydro_46	3	0	0.836250774792703
PsbQ	3	0	0.836250774792703
6PGD	10	0	0.4643114445318468
CoA_trans	16	0	0.24934643648548746
Usp	3	0	0.836250774792703
DHOase	7	0	0.6587784134617484
Aminotran_MocR	2	1	0.836250774792703
G6PD_C	6	0	0.7480997578688542
G6PD_N	6	0	0.7480997578688542
HgmA	4	0	0.9906404858530348
Pantoate_transf	6	1	0.6587784134617484
Acyl-CoA_dh_N	34	2	0.29802947636423754
Acyl-CoA_dh_2	34	2	0.29802947636423754
IlvC	5	0	0.856268918808408
CDP-OH_P_transf	16	0	0.24934643648548746
Ham1p_like	4	0	0.9906404858530348
CheB_methylest	1	1	0.6011013351293193
SSURE	2	0	0.6011013351293193
GDP_Man_Dehyd	32	33	8.930096808123443e-20
3Beta_HSD	31	24	1.6727667721814062e-11
RmlD_sub_bind	35	28	1.0581771941821206e-13
Polysacc_synt_2	28	24	1.4338895623947593e-12
NAD_binding_10	52	26	8.682526603744744e-08
KR	68	32	1.1068606769099558e-08
NAD_binding_4	23	22	1.2006638033468124e-12
Hpr_kinase_C	5	0	0.856268918808408
bact-PGI_C	5	0	0.856268918808408
HipA_C	1	0	0.2624307650553325
Lyase_aromatic	6	0	0.7480997578688542
AICARFT_IMPCHas	4	0	0.9906404858530348
Glyco_hydro_77	3	0	0.836250774792703
Proton_antipo_N	9	0	0.5195610922522664
EPSP_synthase	13	0	0.3371696569347064
AA_kinase	12	8	0.0008389192393655424
GMC_oxred_N	15	2	0.802973970541879
GMC_oxred_C	13	1	0.82354712075765
DUF4115	3	0	0.836250774792703
HlyC	2	0	0.6011013351293193
Complex1_49kDa	7	0	0.6587784134617484
NiFeSe_Hases	5	0	0.856268918808408
UxuA	6	0	0.7480997578688542
PNTB	3	0	0.836250774792703
DUF4350	2	1	0.836250774792703
Cyt_bd_oxida_II	6	0	0.7480997578688542
LST1	1	0	0.2624307650553325
PYNP_C	4	0	0.9906404858530348
DUF2254	3	0	0.836250774792703
DUF202	2	0	0.6011013351293193
CTP_transf_like	13	0	0.3371696569347064
HTH_24	5	0	0.856268918808408
HTH_AsnC-type	3	0	0.836250774792703
COX1	8	0	0.5836447586359561
AMP-binding_C_2	11	0	0.4162701788390599
Caudo_bapla_RBP	1	0	0.2624307650553325
Integrase_DNA	1	0	0.2624307650553325
Malate_synthase	7	0	0.6587784134617484
HpcH_HpaI	11	0	0.4162701788390599
GATase_7	15	0	0.27529255503166317
DUF3700	7	0	0.6587784134617484
PRTase_2	14	0	0.30440095753791463
Peptidase_S15	2	2	0.13600968529843063
NHR2	1	0	0.2624307650553325
Glycos_transf_4	4	0	0.9906404858530348
MraY_sig1	4	0	0.9906404858530348
HD_4	7	0	0.6587784134617484
RelA_SpoT	7	0	0.6587784134617484
TGS	7	0	0.6587784134617484
ACT_4	22	0	0.14100377359814867
Ub-Mut7C	3	0	0.836250774792703
CTP_transf_1	4	0	0.9906404858530348
Phage_holin_3_6	4	0	0.9906404858530348
CarS-like	2	0	0.6011013351293193
Trypan_PARP	2	0	0.6011013351293193
Shisa	1	0	0.2624307650553325
Lysine_decarbox	8	0	0.5836447586359561
DNA_processg_A	2	0	0.6011013351293193
gpW	5	0	0.856268918808408
PEP-utilizers_C	5	0	0.856268918808408
PPDK_N	10	1	0.9252044228832176
PEP-utilizers	11	1	0.983774884886829
Dabb	2	0	0.6011013351293193
HECT	1	0	0.2624307650553325
PBP_dimer	7	0	0.6587784134617484
ATP-synt_B	5	0	0.856268918808408
Mt_ATP-synt_B	4	0	0.9906404858530348
RRP7	3	0	0.836250774792703
YMF19	4	0	0.9906404858530348
RNase_H2-Ydr279	2	0	0.6011013351293193
DUF948	2	0	0.6011013351293193
OmpH	3	0	0.836250774792703
Flg_hook	4	0	0.9906404858530348
YbjQ_1	2	0	0.6011013351293193
Spc7	3	0	0.836250774792703
ApoLp-III	1	0	0.2624307650553325
TMPIT	2	0	0.6011013351293193
DUF724	2	0	0.6011013351293193
PTS_EIIA_2	5	0	0.856268918808408
PTS_IIB	5	0	0.856268918808408
EnY2	1	0	0.2624307650553325
Trp_dioxygenase	4	0	0.9906404858530348
F_bP_aldolase	8	0	0.5836447586359561
APH	3	1	0.9906404858530348
Glyco_hyd_65N_2	1	0	0.2624307650553325
Osmo_MPGsynth	1	0	0.2624307650553325
HHH_3	2	0	0.6011013351293193
Fer4_NifH	3	0	0.836250774792703
Ubie_methyltran	5	4	0.018138664734961566
Methyltransf_12	14	9	0.0004581968479948155
Methyltransf_8	5	1	0.7480997578688542
MetW	4	2	0.36495882793462575
Methyltransf_29	2	1	0.836250774792703
BacA	6	0	0.7480997578688542
PK	7	0	0.6587784134617484
PK_C	9	1	0.8265139543202883
CorC_HlyC	2	0	0.6011013351293193
PNP_UDP_1	13	1	0.82354712075765
Mqo	2	0	0.6011013351293193
DUF1541	1	0	0.2624307650553325
GARS_A	15	0	0.27529255503166317
GARS_N	4	0	0.9906404858530348
GARS_C	4	0	0.9906404858530348
ATP-grasp_2	11	0	0.4162701788390599
p450	13	17	2.873221824231709e-12
URO-D	5	0	0.856268918808408
DUF1126	3	0	0.836250774792703
DUF4959	1	0	0.2624307650553325
Y_Y_Y	1	0	0.2624307650553325
fn3_4	1	0	0.2624307650553325
RNA_pol_Rpb1_1	4	0	0.9906404858530348
RNA_pol_Rpb1_5	4	1	0.856268918808408
RNA_pol_Rpb1_2	4	0	0.9906404858530348
RNA_pol_Rpb1_3	4	0	0.9906404858530348
RNA_pol_Rpb1_4	4	0	0.9906404858530348
Asp_decarbox	4	0	0.9906404858530348
Dioxygenase_C	7	0	0.6587784134617484
CarboxypepD_reg	8	0	0.5836447586359561
ALAD	5	0	0.856268918808408
DoxX	6	0	0.7480997578688542
DoxD	7	0	0.6587784134617484
DoxX_3	3	0	0.836250774792703
DUF3188	1	0	0.2624307650553325
DUF417	3	0	0.836250774792703
CbiX	2	0	0.6011013351293193
CbiK	2	0	0.6011013351293193
F420_ligase	4	0	0.9906404858530348
IF-2B	7	0	0.6587784134617484
OKR_DC_1_C	1	0	0.2624307650553325
AcetylCoA_hyd_C	5	0	0.856268918808408
ATP-synt_C	4	0	0.9906404858530348
PLDc_2	6	0	0.7480997578688542
PLDc	1	0	0.2624307650553325
DUF1669	1	0	0.2624307650553325
Rhodanese	10	0	0.4643114445318468
Response_reg	1	0	0.2624307650553325
Pro_dh	4	0	0.9906404858530348
RHSP	1	0	0.2624307650553325
A-2_8-polyST	3	0	0.836250774792703
PurS	4	0	0.9906404858530348
PTS-HPr	4	0	0.9906404858530348
Transthyretin	4	0	0.9906404858530348
OHCU_decarbox	4	0	0.9906404858530348
OxoGdeHyase_C	3	0	0.836250774792703
2-oxogl_dehyd_N	3	0	0.836250774792703
Glyco_hydro_31	7	0	0.6587784134617484
Raffinose_syn	1	0	0.2624307650553325
Ala_racemase_N	14	0	0.30440095753791463
Ala_racemase_C	4	0	0.9906404858530348
Aconitase	10	0	0.4643114445318468
MCM	6	0	0.7480997578688542
DUF815	1	0	0.2624307650553325
AAA_29	24	1	0.3132704370138616
Iso_dh	8	0	0.5836447586359561
NAD_binding_1	7	0	0.6587784134617484
FAD_binding_6	5	1	0.7480997578688542
NAD_binding_6	4	0	0.9906404858530348
NAD_Gly3P_dh_C	4	0	0.9906404858530348
ApbA_C	7	0	0.6587784134617484
Metallophos_2	4	0	0.9906404858530348
Lyase_1	18	0	0.2053583812033527
ADSL_C	7	0	0.6587784134617484
HTH_20	1	1	0.6011013351293193
Pan_kinase	4	0	0.9906404858530348
tRNA_Me_trans	7	0	0.6587784134617484
NAD_synthase	12	0	0.3742075563356181
DUF1933	3	0	0.836250774792703
EIIC-GAT	1	0	0.2624307650553325
PS_Dcarbxylase	5	0	0.856268918808408
Chorismate_synt	4	0	0.9906404858530348
Ser_hydrolase	5	0	0.856268918808408
THF_DHG_CYH	6	0	0.7480997578688542
GTP_cyclohydroI	5	0	0.856268918808408
COX15-CtaA	4	0	0.9906404858530348
DUF1345	1	0	0.2624307650553325
DUF4015	2	0	0.6011013351293193
Glyco_hydro_20	11	0	0.4162701788390599
Glyco_hydro_20b	10	0	0.4643114445318468
Glycohydro_20b2	5	0	0.856268918808408
MORN	1	0	0.2624307650553325
HTH_Tnp_1	2	0	0.6011013351293193
Oxidored_FMN	6	0	0.7480997578688542
SE	6	0	0.7480997578688542
PPK2	5	0	0.856268918808408
Pribosyltran_N	6	0	0.7480997578688542
Pribosyl_synth	8	0	0.5836447586359561
NIT	2	0	0.6011013351293193
BcsB	1	0	0.2624307650553325
PTA_PTB	3	0	0.836250774792703
DRTGG	3	1	0.9906404858530348
Pro_racemase	6	0	0.7480997578688542
PhzC-PhzF	4	0	0.9906404858530348
DUF3070	1	0	0.2624307650553325
MTHFR	6	0	0.7480997578688542
ACT_6	17	5	0.2731094484319456
S6PP	4	0	0.9906404858530348
Put_Phosphatase	4	0	0.9906404858530348
ATP-synt	4	0	0.9906404858530348
Tagatose_6_P_K	1	0	0.2624307650553325
PcrB	11	0	0.4162701788390599
Trp_syntA	7	0	0.6587784134617484
NanE	12	0	0.3742075563356181
DUF5423	2	4	0.0007789684798062907
FA_desaturase	5	0	0.856268918808408
Glyco_hydro_9	1	0	0.2624307650553325
CelD_N	1	0	0.2624307650553325
CBM_4_9	1	0	0.2624307650553325
YrpD	1	0	0.2624307650553325
Pec_lyase	1	0	0.2624307650553325
Gln-synt_N	14	0	0.30440095753791463
MDMPI_N	4	1	0.856268918808408
MDMPI_C	4	1	0.856268918808408
DinB_2	7	1	0.6066408991562373
DinB	1	1	0.6011013351293193
Peptidase_M14	1	0	0.2624307650553325
AAA_25	17	1	0.5775281141590435
PhoH	5	0	0.856268918808408
DMRL_synthase	4	0	0.9906404858530348
DUF2859	1	0	0.2624307650553325
Pyrid_ox_like	4	0	0.9906404858530348
Inositol_P	5	8	1.0585722565734625e-06
E1-E2_ATPase	2	0	0.6011013351293193
Complex1_30kDa	4	0	0.9906404858530348
Gram_pos_anchor	3	0	0.836250774792703
PEPCK_C	4	0	0.9906404858530348
PEPCK_N	4	0	0.9906404858530348
Glucosamine_iso	7	0	0.6587784134617484
Sugar-bind	4	0	0.9906404858530348
Methyltransf_18	4	2	0.36495882793462575
Methyltransf_4	3	2	0.24485158924112058
CMAS	2	4	0.0007789684798062907
UPF0020	1	2	0.05219922495368654
Methyltransf_15	3	1	0.9906404858530348
CobS	4	0	0.9906404858530348
Ppx-GppA	8	0	0.5836447586359561
DCD	5	0	0.856268918808408
HPPK	4	0	0.9906404858530348
DUF5046	1	0	0.2624307650553325
NADH-G_4Fe-4S_3	4	0	0.9906404858530348
DHODB_Fe-S_bind	3	0	0.836250774792703
FAD_syn	11	0	0.4162701788390599
Flavokinase	4	0	0.9906404858530348
Adenylsucc_synt	4	0	0.9906404858530348
PaaB	4	0	0.9906404858530348
KIF1B	2	0	0.6011013351293193
HTH_3	2	0	0.6011013351293193
HTH_31	2	0	0.6011013351293193
HTH_37	2	0	0.6011013351293193
HTH_19	2	0	0.6011013351293193
YdaS_antitoxin	2	1	0.836250774792703
HTH_26	2	0	0.6011013351293193
Sigma70_r4	2	1	0.836250774792703
HTH_25	2	0	0.6011013351293193
MarR	2	0	0.6011013351293193
DcuA_DcuB	1	0	0.2624307650553325
DNA_pol3_delta	4	0	0.9906404858530348
Gal_mutarotas_2	4	0	0.9906404858530348
Pterin_4a	5	0	0.856268918808408
Cu2_monoox_C	1	0	0.2624307650553325
TauD	4	0	0.9906404858530348
PRA-CH	4	0	0.9906404858530348
BKACE	2	0	0.6011013351293193
Enolase_C	7	0	0.6587784134617484
Enolase_N	6	0	0.7480997578688542
HisG	4	0	0.9906404858530348
HisG_C	4	0	0.9906404858530348
MoaE	3	0	0.836250774792703
RNA_pol_Rpb6	4	0	0.9906404858530348
CN_hydrolase	12	0	0.3742075563356181
DUF2804	1	0	0.2624307650553325
Nrap_D5	1	0	0.2624307650553325
2-ph_phosp	2	0	0.6011013351293193
DUF4655	1	0	0.2624307650553325
Ribonuc_red_2_N	4	0	0.9906404858530348
MqsR_toxin	4	0	0.9906404858530348
DZR	7	0	0.6587784134617484
RuvA_C	4	0	0.9906404858530348
PAPS_reduct	5	6	0.00019840655688164275
FGE-sulfatase	4	0	0.9906404858530348
Peptidase_S21	1	0	0.2624307650553325
DUF3842	1	0	0.2624307650553325
NAPRTase	5	0	0.856268918808408
Pterin_bind	13	0	0.3371696569347064
DUF374	8	0	0.5836447586359561
Acetyltransf_4	6	0	0.7480997578688542
Acetyltransf_7	12	0	0.3742075563356181
Bd3614_N	1	0	0.2624307650553325
RhaA	3	0	0.836250774792703
tRNA-synt_1c	4	0	0.9906404858530348
PP_kinase_C	4	0	0.9906404858530348
PP_kinase	4	0	0.9906404858530348
PP_kinase_N	4	0	0.9906404858530348
CobD_Cbib	4	0	0.9906404858530348
ICL	4	0	0.9906404858530348
ABC_sub_bind	2	0	0.6011013351293193
AcylCoA_DH_N	2	0	0.6011013351293193
Phage_T4_gp36	2	0	0.6011013351293193
LeuA_dimer	9	0	0.5195610922522664
HNHc_6	3	0	0.836250774792703
Asp_protease	1	0	0.2624307650553325
CM_1	3	0	0.836250774792703
T2SSM_b	1	0	0.2624307650553325
MFS_1	9	0	0.5195610922522664
Ribosomal_L14	2	0	0.6011013351293193
ASL_C2	4	0	0.9906404858530348
DUF3659	3	0	0.836250774792703
ThiS	2	0	0.6011013351293193
SAICAR_synt	4	0	0.9906404858530348
DUF2075	5	0	0.856268918808408
ATPase	6	0	0.7480997578688542
Uricase	4	0	0.9906404858530348
CutC	1	0	0.2624307650553325
Histidinol_dh	4	0	0.9906404858530348
Isochorismatase	5	1	0.7480997578688542
ArgJ	4	0	0.9906404858530348
DUF2188	3	0	0.836250774792703
Urease_alpha	11	0	0.4162701788390599
CinA	4	0	0.9906404858530348
UPF0254	3	0	0.836250774792703
Chorismate_bind	8	11	2.3311697603942723e-08
DAHP_synth_2	8	0	0.5836447586359561
AroM	4	0	0.9906404858530348
FtsA	3	0	0.836250774792703
MMR_HSR1	14	5	0.1493323060750404
cobW	4	2	0.36495882793462575
Septin	8	0	0.5836447586359561
NB-ARC	7	0	0.6587784134617484
Roc	5	0	0.856268918808408
AAA_23	14	0	0.30440095753791463
Reoviridae_Vp9	1	0	0.2624307650553325
GlnE	1	0	0.2624307650553325
Shikimate_dh_N	6	0	0.7480997578688542
PI-PLC-X	5	0	0.856268918808408
DUF3417	4	0	0.9906404858530348
Phosphorylase	4	0	0.9906404858530348
DHBP_synthase	5	0	0.856268918808408
GTP_cyclohydro2	11	0	0.4162701788390599
Tic22	3	0	0.836250774792703
T4SS_TraI	1	0	0.2624307650553325
DUF4006	1	0	0.2624307650553325
Peptidase_M17	5	0	0.856268918808408
DUF3523	1	0	0.2624307650553325
SOR_SNZ	5	0	0.856268918808408
PGI	6	0	0.7480997578688542
Cation_ATPase_C	2	0	0.6011013351293193
Nitr_red_alph_N	1	0	0.2624307650553325
DUF4911	1	0	0.2624307650553325
MliC	1	0	0.2624307650553325
B5	2	0	0.6011013351293193
HTH_39	1	0	0.2624307650553325
DUF585	1	0	0.2624307650553325
tify	1	0	0.2624307650553325
PEPcase	3	0	0.836250774792703
PEPcase_2	3	0	0.836250774792703
Ni_hydr_CYTB	2	0	0.6011013351293193
Glyco_transf_28	5	1	0.7480997578688542
Glyco_tran_28_C	5	5	0.002126321130612241
UDPGT	2	5	4.0744028137020134e-05
RNase_T	8	0	0.5836447586359561
BRCT	3	0	0.836250774792703
DUF5051	6	0	0.7480997578688542
PTCB-BRCT	2	0	0.6011013351293193
RhoGAP	1	0	0.2624307650553325
DUF4678	1	0	0.2624307650553325
Acyl-CoA_ox_N	9	0	0.5195610922522664
Taq-exonuc	2	0	0.6011013351293193
Pyrophosphatase	4	0	0.9906404858530348
Fumerase_C	4	0	0.9906404858530348
Fumerase	4	0	0.9906404858530348
DUF4224	2	0	0.6011013351293193
Dicistro_VP4	1	0	0.2624307650553325
GSHPx	3	0	0.836250774792703
Redoxin	3	0	0.836250774792703
AhpC-TSA	3	0	0.836250774792703
DUF5456	2	0	0.6011013351293193
Phosphoesterase	5	0	0.856268918808408
DUF756	4	0	0.9906404858530348
DUF1002	1	0	0.2624307650553325
Glyco_trans_4_5	1	0	0.2624307650553325
S-methyl_trans	8	0	0.5836447586359561
Pantoate_ligase	5	0	0.856268918808408
DUF1484	1	0	0.2624307650553325
DUF4439	2	0	0.6011013351293193
CBM_6	2	0	0.6011013351293193
Fascin	2	0	0.6011013351293193
ThiC_Rad_SAM	4	0	0.9906404858530348
ThiC-associated	4	0	0.9906404858530348
NUDIX-like	4	0	0.9906404858530348
zf-NADH-PPase	4	0	0.9906404858530348
DUF1451	4	0	0.9906404858530348
NUDIX	8	5	0.017431226984648465
HypA	2	0	0.6011013351293193
Nudix_N_2	2	0	0.6011013351293193
DUF35_N	3	1	0.9906404858530348
zf-C3HC4_2	2	0	0.6011013351293193
Zn_Tnp_IS91	2	0	0.6011013351293193
STAS_2	3	0	0.836250774792703
Lip_prot_lig_C	3	0	0.836250774792703
Guanylate_kin	6	0	0.7480997578688542
TniB	2	0	0.6011013351293193
ATP_bind_3	5	6	0.00019840655688164275
Elf-1_N	1	0	0.2624307650553325
Acetyltransf_9	7	0	0.6587784134617484
PMI_typeI	5	0	0.856268918808408
Cupin_2	12	0	0.3742075563356181
CobN-Mg_chel	4	0	0.9906404858530348
tRNA-synt_1g	5	0	0.856268918808408
tRNA-synt_1	5	0	0.856268918808408
GntR	1	1	0.6011013351293193
Sugar_tr	2	0	0.6011013351293193
LacY_symp	2	0	0.6011013351293193
OATP	2	0	0.6011013351293193
L6_membrane	1	0	0.2624307650553325
NDK	4	0	0.9906404858530348
DUF4982	2	0	0.6011013351293193
F5_F8_type_C	4	0	0.9906404858530348
DUF3570	1	0	0.2624307650553325
Bac_rhamnosid_N	2	0	0.6011013351293193
5-FTHF_cyc-lig	4	0	0.9906404858530348
VWA_2	4	0	0.9906404858530348
VWA	5	0	0.856268918808408
Sigma54_activat	5	0	0.856268918808408
VWA_3	3	0	0.836250774792703
Heme_oxygenase	3	0	0.836250774792703
CBM_10	1	0	0.2624307650553325
UPF0060	1	0	0.2624307650553325
RNase_H_2	2	0	0.6011013351293193
ChiC	2	0	0.6011013351293193
CBM_5_12	2	0	0.6011013351293193
DAP_epimerase	6	0	0.7480997578688542
FumaraseC_C	7	0	0.6587784134617484
Alpha_L_fucos	4	0	0.9906404858530348
GlutR_N	4	0	0.9906404858530348
GlutR_dimer	4	0	0.9906404858530348
IucA_IucC	2	0	0.6011013351293193
COX2	4	0	0.9906404858530348
Cupredoxin_1	3	0	0.836250774792703
MazG	8	0	0.5836447586359561
PRA-PH	8	0	0.5836447586359561
FCD	4	1	0.856268918808408
DUF4690	1	0	0.2624307650553325
DUF4079	1	0	0.2624307650553325
HpaB_N	8	1	0.7201609604273553
THDPS_N_2	4	0	0.9906404858530348
Bac_export_2	1	0	0.2624307650553325
DUF5337	1	0	0.2624307650553325
NadA	4	0	0.9906404858530348
GMP_synt_C	4	0	0.9906404858530348
ThiI	4	0	0.9906404858530348
ATP-synt_A	5	0	0.856268918808408
NEL	1	0	0.2624307650553325
POTRA_2	3	0	0.836250774792703
Cytochrome_CBB3	4	0	0.9906404858530348
Cytochrom_C	4	0	0.9906404858530348
Cytochrom_C550	3	0	0.836250774792703
Cytochrome-c551	3	0	0.836250774792703
Acetyltransf_CG	6	0	0.7480997578688542
BtpA	3	0	0.836250774792703
KDGP_aldolase	2	0	0.6011013351293193
GalP_UDP_transf	4	0	0.9906404858530348
GalP_UDP_tr_C	5	0	0.856268918808408
DUF4931	4	0	0.9906404858530348
PhyH	4	0	0.9906404858530348
PGK	4	0	0.9906404858530348
DUF938	1	1	0.6011013351293193
MIP-T3	2	0	0.6011013351293193
MFS_3	1	0	0.2624307650553325
Asp-B-Hydro_N	3	0	0.836250774792703
NeuB	3	0	0.836250774792703
Mob_synth_C	4	0	0.9906404858530348
Fer4_12	4	1	0.856268918808408
Fer4_14	4	1	0.856268918808408
ALS_ss_C	4	0	0.9906404858530348
ACT_5	4	0	0.9906404858530348
PMT_4TMC	4	0	0.9906404858530348
PMT	4	0	0.9906404858530348
PMT_2	4	0	0.9906404858530348
DUF2542	1	0	0.2624307650553325
ATPase_2	4	0	0.9906404858530348
LRV_FeS	3	0	0.836250774792703
NACHT	13	1	0.82354712075765
Glutaminase	6	0	0.7480997578688542
Oxidored_q4	8	0	0.5836447586359561
DUF5373	3	0	0.836250774792703
TcpA	2	0	0.6011013351293193
IGPD	4	0	0.9906404858530348
Phosphonate-bd	9	0	0.5195610922522664
tRNA-synt_1e	3	0	0.836250774792703
Anticodon_1	4	0	0.9906404858530348
DUF1659	2	0	0.6011013351293193
CPSase_sm_chain	4	0	0.9906404858530348
LIAS_N	4	0	0.9906404858530348
TPP_enzyme_M_2	1	0	0.2624307650553325
Met_gamma_lyase	13	1	0.82354712075765
Gam	1	0	0.2624307650553325
Ribosomal_S11	2	0	0.6011013351293193
DUF4349	4	0	0.9906404858530348
MAAL_C	10	0	0.4643114445318468
DUF4880	2	0	0.6011013351293193
Proton_antipo_C	3	0	0.836250774792703
UTRA	1	0	0.2624307650553325
PCDO_beta_N	3	0	0.836250774792703
SdrD_B	3	0	0.836250774792703
Citrate_ly_lig	4	0	0.9906404858530348
DUF3236	3	0	0.836250774792703
THDPS_M	4	0	0.9906404858530348
Met_synt_B12	4	0	0.9906404858530348
B12-binding_2	4	0	0.9906404858530348
CdhD	4	0	0.9906404858530348
Tautomerase_2	4	0	0.9906404858530348
PRK	6	0	0.7480997578688542
DUF4232	2	0	0.6011013351293193
PRAS	3	0	0.836250774792703
Myc_target_1	1	0	0.2624307650553325
Spermine_synt_N	1	0	0.2624307650553325
AIG1	6	0	0.7480997578688542
Dynamin_N	6	0	0.7480997578688542
GTP_EFTU	4	5	0.0007653226449236225
IstB_IS21	1	0	0.2624307650553325
LuxC	13	1	0.82354712075765
RNA_pol_A_CTD	5	0	0.856268918808408
RNA_pol_A_bac	5	0	0.856268918808408
RNA_pol_L	5	0	0.856268918808408
CbiG_C	2	0	0.6011013351293193
CbiG_mid	1	0	0.2624307650553325
KduI	5	0	0.856268918808408
H_PPase	4	0	0.9906404858530348
MscL	1	0	0.2624307650553325
Ectoine_synth	4	0	0.9906404858530348
Cupin_6	4	0	0.9906404858530348
AraC_binding	5	0	0.856268918808408
DUF1255	1	0	0.2624307650553325
AraC_binding_2	4	0	0.9906404858530348
Lipase_3	2	2	0.13600968529843063
DXP_reductoisom	0	8	5.480808126366776e-12
DXP_redisom_C	0	4	6.927277976037294e-06
DXPR_C	0	4	6.927277976037294e-06
Thiolase_C	0	36	1.6524363496299166e-54
Glucokinase	0	8	5.480808126366776e-12
PP-binding	1	18	2.0187513005733353e-25
Ribosomal_L50	0	2	0.008114721890176924
PUA	0	4	6.927277976037294e-06
polyprenyl_synt	0	24	2.9078366274620572e-36
S4	0	3	0.00023665732079736017
MbtH	2	12	5.384918358766179e-15
Lactamase_B_2	2	3	0.012175491770032947
Hydant_A_N	3	4	0.0030070671476161493
DEDD_Tnp_IS110	0	6	6.086377728753166e-09
Prenyltransf	0	9	1.6545366068877845e-13
Anth_synt_I_N	3	4	0.0030070671476161493
Cytotoxic	0	1	0.2624307650553325
Beta-lactamase	1	7	5.556413181951547e-09
GFO_IDH_MocA_C	0	14	4.272822959172878e-21
SRP72	0	3	0.00023665732079736017
Lactamase_B	3	3	0.032919871921648115
Tox-ODYAM1	0	1	0.2624307650553325
SQS_PSY	0	12	4.615544864914765e-18
YgbB	0	4	6.927277976037294e-06
Penicil_amidase	0	6	6.086377728753166e-09
Rib	1	1	0.6011013351293193
Acetyltransf_13	1	1	0.6011013351293193
OmdA	3	5	0.0002124750363918644
